projectName,address,unitSold,area,typeOfArea,transactedPrice,unitPricePSM,unitPricePSF,saleDate,propertyType,tenure,completionDate,typeOfSale,purchaserAddressIndicator,postalDistrict,postalSector,postalCode,planningRegion,planningArea
MARINA ONE RESIDENCES,21 Marina Way  #31-17 ,1,104,Strata,3010550,28948,2689,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #24-10 ,1,65,Strata,1647000,25338,2354,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #06-17 ,1,103,Strata,2346300,22780,2116,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #05-17 ,1,104,Strata,2349900,22595,2099,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #07-12 ,1,63,Strata,1486800,23600,2192,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #11-09 ,1,64,Strata,1460592,22822,2120,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #15-11 ,1,64,Strata,1511748,23621,2194,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #11-05 ,1,66,Strata,1483524,22478,2088,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #31-12 ,1,68,Strata,1678500,24684,2293,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #04-14 ,1,93,Strata,2007000,21581,2005,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #10-05 ,1,66,Strata,1478232,22397,2081,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #06-16 ,1,104,Strata,2358900,22682,2107,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #05-10 ,1,67,Strata,1454418,21708,2017,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #06-03 ,1,68,Strata,1567800,23056,2142,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #05-04 ,1,68,Strata,1495872,21998,2044,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #07-03 ,1,68,Strata,1558359,22917,2129,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #20-08 ,1,202,Strata,6000000,29703,2759,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #26-16 ,1,104,Strata,2856030,27462,2551,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #28-16 ,1,104,Strata,2799000,26913,2500,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #28-11 ,1,63,Strata,1601100,25414,2361,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #14-05 ,1,66,Strata,1530000,23182,2154,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #14-12 ,1,65,Strata,1518804,23366,2171,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #15-09 ,1,64,Strata,1481760,23153,2151,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #13-12 ,1,64,Strata,1501164,23456,2179,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #18-05 ,1,65,Strata,1525392,23468,2180,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #25-16 ,1,103,Strata,2624400,25480,2367,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #31-04 ,1,72,Strata,1831170,25433,2363,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #07-14 ,1,93,Strata,2010987,21624,2009,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #20-14 ,1,98,Strata,2171367,22157,2058,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #07-04 ,1,70,Strata,1545885,22084,2052,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #09-10 ,1,65,Strata,1530270,23543,2187,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #11-10 ,1,64,Strata,1529388,23897,2220,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #09-17 ,1,104,Strata,2385000,22933,2130,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #18-16 ETC ,4,368,Strata,8688141,23609,2193,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #04-16 ,1,104,Strata,2340900,22509,2091,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #16-05 ,1,65,Strata,1514700,23303,2165,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #13-05 ,1,66,Strata,1509354,22869,2125,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #17-14 ,1,98,Strata,2147310,21911,2036,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-14 ,1,97,Strata,2168694,22358,2077,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #11-17 ,1,103,Strata,2366496,22976,2134,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #04-05 ,1,65,Strata,1386900,21337,1982,5-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #05-06 ,1,104,Strata,2271060,21837,2029,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #31-11 ,1,65,Strata,1641600,25255,2346,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #08-03 ,1,68,Strata,1579500,23228,2158,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #23-17 ,1,103,Strata,2572317,24974,2320,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #26-13 ,1,67,Strata,1683000,25119,2334,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #16-04 ,1,67,Strata,1625400,24260,2254,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-16 ,1,104,Strata,2669100,25664,2384,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #10-13 ,1,64,Strata,1641600,25650,2383,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #25-06 ,1,104,Strata,2622000,25212,2342,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #08-06 ,1,104,Strata,2347450,22572,2097,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #29-14 ,1,96,Strata,2243700,23372,2171,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-17 ,1,104,Strata,2583000,24837,2307,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #28-14 ,1,95,Strata,2224800,23419,2176,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #29-10 ,1,66,Strata,1688400,25582,2377,6-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #06-10 ,1,68,Strata,1501200,22076,2051,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #08-08 ,1,190,Strata,5297000,27879,2590,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #12-10 ,1,64,Strata,1551231,24238,2252,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #16-16 ,1,103,Strata,2480544,24083,2237,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #18-17 ,1,103,Strata,2506383,24334,2261,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #15-12 ,1,66,Strata,1551231,23504,2184,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #18-10 ,1,67,Strata,1637100,24434,2270,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #17-09 ,1,65,Strata,1535400,23622,2194,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-05 ,1,65,Strata,1557000,23954,2225,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #13-11 ,1,62,Strata,1492425,24071,2236,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #08-10 ,1,66,Strata,1552122,23517,2185,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #10-11 ,1,61,Strata,1464804,24013,2231,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #19-17 ,1,103,Strata,2519748,24464,2273,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #19-09 ,1,65,Strata,1546200,23788,2210,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #14-10 ,1,65,Strata,1590300,24466,2273,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #15-13 ,1,70,Strata,1656900,23670,2199,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #14-04 ,1,70,Strata,1650600,23580,2191,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #22-16 ,1,103,Strata,2558952,24844,2308,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #20-16 ,1,104,Strata,2570400,24715,2296,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #20-12 ,1,68,Strata,1618200,23797,2211,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #29-09 ,1,65,Strata,1601100,24632,2288,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #09-14 ,1,90,Strata,2126100,23623,2195,7-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-12 ,1,67,Strata,1611900,24058,2235,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-11 ,1,64,Strata,1575000,24609,2286,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #14-15 ,1,142,Strata,3829740,26970,2506,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #20-09 ,1,65,Strata,1551600,23871,2218,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #32-14 ,1,97,Strata,2279700,23502,2183,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #05-16 ,1,104,Strata,2349900,22595,2099,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #18-02 ,1,106,Strata,2606790,24592,2285,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #13-03 ,1,70,Strata,1722350,24605,2286,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #19-11 ,1,65,Strata,1576800,24258,2254,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #04-17 ,1,104,Strata,2340900,22509,2091,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #15-10 ETC ,3,234,Strata,5535783,23657,2198,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #17-12/13ETC ,3,243,Strata,5619537,23126,2148,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #18-12/13 ,2,140,Strata,3272643,23376,2172,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #13-16 ,1,104,Strata,2420100,23270,2162,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-13 ,1,71,Strata,1702800,23983,2228,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #21-09 ,1,65,Strata,1557000,23954,2225,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #05-03 ,1,67,Strata,1550700,23145,2150,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #17-11 ETC ,2,129,Strata,3082860,23898,2220,10-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #16-03 ,1,66,Strata,1600200,24245,2252,11-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #22-09 ,1,65,Strata,1562400,24037,2233,11-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #28-17 ,1,103,Strata,2787300,27061,2514,11-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #12-02 ,1,106,Strata,2457990,23189,2154,11-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #10-04 ,1,72,Strata,1652400,22950,2132,11-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #11-12 ,1,62,Strata,1481733,23899,2220,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #12-03 ,1,71,Strata,1729000,24352,2262,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #15-04 ,1,69,Strata,1644300,23830,2214,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #15-03 ,1,68,Strata,1618200,23797,2211,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,HDB,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #08-14 ,1,91,Strata,1997622,21952,2039,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #06-06 ,1,104,Strata,2280360,21927,2037,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #10-14 ,1,90,Strata,2002077,22245,2067,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #12-12 ,1,63,Strata,1499553,23802,2211,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #10-12 ,1,62,Strata,1476387,23813,2212,13-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #06-14 ,1,94,Strata,2147950,22851,2123,14-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #08-12 ,1,62,Strata,1562750,25206,2342,14-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #07-16 ,1,104,Strata,2367000,22760,2114,14-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #26-11 ,1,62,Strata,1578600,25461,2365,18-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #20-06 ,1,104,Strata,2552650,24545,2280,21-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #04-03 ,1,65,Strata,1604550,24685,2293,26-Nov-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
MARINA ONE RESIDENCES,21 Marina Way  #04-06 ,1,104,Strata,2310400,22215,2064,1-Dec-14,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,1,1,18978,Central Region,Downtown Core
